NomeDoArquivo,Objeto,Repeticao,Classe,Fundo,Periodo,Ambiente,Integrante
20200925_163639.jpg,caneta,2,estudos_escrita,preto,dia,fora,Carime
20200925_163650.jpg,caneta,3,estudos_escrita,preto,dia,fora,Carime
20200925_163701.jpg,marcaTexto,1,estudos_escrita,preto,dia,fora,Carime
20200925_163709.jpg,marcaTexto,2,estudos_escrita,preto,dia,fora,Carime
20200925_163719.jpg,marcaTexto,3,estudos_escrita,preto,dia,fora,Carime
20200925_163754.jpg,medio,1,estudos_livros,preto,dia,fora,Carime
20200925_163802.jpg,medio,2,estudos_livros,preto,dia,fora,Carime
20200925_163808.jpg,medio,3,estudos_livros,preto,dia,fora,Carime
20200925_163836.jpg,pequeno,1,estudos_livros,preto,dia,fora,Carime
20200925_163841.jpg,pequeno,2,estudos_livros,preto,dia,fora,Carime
20200925_163850.jpg,pequeno,3,estudos_livros,preto,dia,fora,Carime
20200925_163922.jpg,grande,1,estudos_livros,preto,dia,fora,Carime
20200925_163936.jpg,grande,2,estudos_livros,preto,dia,fora,Carime
20200925_163950.jpg,grande,3,estudos_livros,preto,dia,fora,Carime
20200925_164037.jpg,grande,1,estudos_livros,vermelho,dia,fora,Carime
20200925_164044.jpg,grande,2,estudos_livros,vermelho,dia,fora,Carime
20200925_164053.jpg,grande,3,estudos_livros,vermelho,dia,fora,Carime
20200925_164133.jpg,pequeno,1,estudos_livros,vermelho,dia,fora,Carime
20200925_164137.jpg,pequeno,2,estudos_livros,vermelho,dia,fora,Carime
20200925_164149.jpg,pequeno,3,estudos_livros,vermelho,dia,fora,Carime
20200925_164230.jpg,medio,1,estudos_livros,vermelho,dia,fora,Carime
20200925_164249.jpg,medio,2,estudos_livros,vermelho,dia,fora,Carime
20200925_164257.jpg,medio,3,estudos_livros,vermelho,dia,fora,Carime
20200925_164342.jpg,marcaTexto,1,estudos_escrita,vermelho,dia,fora,Carime
20200925_164347.jpg,marcaTexto,2,estudos_escrita,vermelho,dia,fora,Carime
20200925_164351.jpg,marcaTexto,3,estudos_escrita,vermelho,dia,fora,Carime
20200925_164400.jpg,lapis,1,estudos_escrita,vermelho,dia,fora,Carime
20200925_164437.jpg,lapis,2,estudos_escrita,vermelho,dia,fora,Carime
20200925_164442.jpg,lapis,3,estudos_escrita,vermelho,dia,fora,Carime
20200925_164451.jpg,caneta,1,estudos_escrita,vermelho,dia,fora,Carime
20200925_164455.jpg,caneta,2,estudos_escrita,vermelho,dia,fora,Carime
20200925_164500.jpg,caneta,3,estudos_escrita,vermelho,dia,fora,Carime
20200925_164649.jpg,pequeno,1,estudos_livros,preto,dia,dentro,Carime
20200925_164657.jpg,pequeno,2,estudos_livros,preto,dia,dentro,Carime
20200925_164719.jpg,pequeno,3,estudos_livros,preto,dia,dentro,Carime
20200925_164757.jpg,grande,1,estudos_livros,preto,dia,dentro,Carime
20200925_164814.jpg,grande,2,estudos_livros,preto,dia,dentro,Carime
20200925_164838.jpg,grande,3,estudos_livros,preto,dia,dentro,Carime
20200925_164859.jpg,medio,1,estudos_livros,preto,dia,dentro,Carime
20200925_164926.jpg,medio,2,estudos_livros,preto,dia,dentro,Carime
20200925_164934.jpg,medio,3,estudos_livros,preto,dia,dentro,Carime
20200925_165031.jpg,lapis,1,estudos_escrita,preto,dia,dentro,Carime
20200925_165039.jpg,lapis,2,estudos_escrita,preto,dia,dentro,Carime
20200925_165050.jpg,lapis,3,estudos_escrita,preto,dia,dentro,Carime
20200925_165116.jpg,caneta,1,estudos_escrita,preto,dia,dentro,Carime
20200925_165123.jpg,caneta,2,estudos_escrita,preto,dia,dentro,Carime
20200925_165127.jpg,caneta,3,estudos_escrita,preto,dia,dentro,Carime
20200925_165144.jpg,marcaTexto,1,estudos_escrita,preto,dia,dentro,Carime
20200925_165154.jpg,marcaTexto,2,estudos_escrita,preto,dia,dentro,Carime
20200925_165218.jpg,marcaTexto,3,estudos_escrita,preto,dia,dentro,Carime
20200925_165245.jpg,marcaTexto,1,estudos_escrita,vermelho,dia,dentro,Carime
20200925_165252.jpg,marcaTexto,2,estudos_escrita,vermelho,dia,dentro,Carime
20200925_165256.jpg,marcaTexto,3,estudos_escrita,vermelho,dia,dentro,Carime
20200925_165308.jpg,caneta,1,estudos_escrita,vermelho,dia,dentro,Carime
20200925_165315.jpg,caneta,2,estudos_escrita,vermelho,dia,dentro,Carime
20200925_165321.jpg,caneta,3,estudos_escrita,vermelho,dia,dentro,Carime
20200925_165328.jpg,lapis,1,estudos_escrita,vermelho,dia,dentro,Carime
20200925_165341.jpg,lapis,2,estudos_escrita,vermelho,dia,dentro,Carime
20200925_165347.jpg,lapis,3,estudos_escrita,vermelho,dia,dentro,Carime
20200925_165415.jpg,pequeno,1,estudos_livros,vermelho,dia,dentro,Carime
20200925_165420.jpg,pequeno,2,estudos_livros,vermelho,dia,dentro,Carime
20200925_165428.jpg,pequeno,3,estudos_livros,vermelho,dia,dentro,Carime
20200925_165509.jpg,grande,1,estudos_livros,vermelho,dia,dentro,Carime
20200925_165516.jpg,grande,2,estudos_livros,vermelho,dia,dentro,Carime
20200925_165527.jpg,grande,3,estudos_livros,vermelho,dia,dentro,Carime
20200925_165547.jpg,medio,1,estudos_livros,vermelho,dia,dentro,Carime
20200925_165627.jpg,medio,2,estudos_livros,vermelho,dia,dentro,Carime
20200925_165717.jpg,medio,3,estudos_livros,vermelho,dia,dentro,Carime
20200925_165804.jpg,pequeno,1,estudos_livros,branco,dia,dentro,Carime
20200925_165810.jpg,pequeno,2,estudos_livros,branco,dia,dentro,Carime
20200925_165816.jpg,pequeno,3,estudos_livros,branco,dia,dentro,Carime
20200925_165835.jpg,grande,1,estudos_livros,branco,dia,dentro,Carime
20200925_165848.jpg,grande,2,estudos_livros,branco,dia,dentro,Carime
20200925_165855.jpg,grande,3,estudos_livros,branco,dia,dentro,Carime
20200925_165929.jpg,medio,1,estudos_livros,branco,dia,dentro,Carime
20200925_165945.jpg,medio,2,estudos_livros,branco,dia,dentro,Carime
20200925_165950.jpg,medio,3,estudos_livros,branco,dia,dentro,Carime
20200925_170008.jpg,lapis,1,estudos_escrita,branco,dia,dentro,Carime
20200925_170013.jpg,lapis,2,estudos_escrita,branco,dia,dentro,Carime
20200925_170025.jpg,lapis,3,estudos_escrita,branco,dia,dentro,Carime
20200925_170102.jpg,marcaTexto,1,estudos_escrita,branco,dia,dentro,Carime
20200925_170108.jpg,marcaTexto,2,estudos_escrita,branco,dia,dentro,Carime
20200925_170118.jpg,marcaTexto,3,estudos_escrita,branco,dia,dentro,Carime
20200925_170134.jpg,caneta,1,estudos_escrita,branco,dia,dentro,Carime
20200925_170138.jpg,caneta,2,estudos_escrita,branco,dia,dentro,Carime
20200925_170141.jpg,caneta,3,estudos_escrita,branco,dia,dentro,Carime
20200925_194040.jpg,garfo,1,cozinha_talheres,vermelho,noite,dentro,Carime
20200925_194045.jpg,garfo,2,cozinha_talheres,vermelho,noite,dentro,Carime
20200925_194053.jpg,garfo,3,cozinha_talheres,vermelho,noite,dentro,Carime
20200925_194125.jpg,colher,1,cozinha_talheres,vermelho,noite,dentro,Carime
20200925_194132.jpg,colher,2,cozinha_talheres,vermelho,noite,dentro,Carime
20200925_194201.jpg,colher,3,cozinha_talheres,vermelho,noite,dentro,Carime
20200925_194238.jpg,faca,1,cozinha_talheres,vermelho,noite,dentro,Carime
20200925_194257.jpg,faca,2,cozinha_talheres,vermelho,noite,dentro,Carime
20200925_194332.jpg,faca,3,cozinha_talheres,vermelho,noite,dentro,Carime
20200925_194452.jpg,lapis,1,estudos_escrita,vermelho,noite,dentro,Carime
20200925_194748.jpg,lapis,2,estudos_escrita,vermelho,noite,dentro,Carime
20200925_194828.jpg,lapis,3,estudos_escrita,vermelho,noite,dentro,Carime
20200925_194850.jpg,caneta,1,estudos_escrita,vermelho,noite,dentro,Carime
20200925_194858.jpg,caneta,2,estudos_escrita,vermelho,noite,dentro,Carime
20200925_194930.jpg,caneta,3,estudos_escrita,vermelho,noite,dentro,Carime
20200925_195001.jpg,marcaTexto,1,estudos_escrita,vermelho,noite,dentro,Carime
20200925_195010.jpg,marcaTexto,2,estudos_escrita,vermelho,noite,dentro,Carime
20200925_195023.jpg,marcaTexto,3,estudos_escrita,vermelho,noite,dentro,Carime
20200925_195051.jpg,pasta,1,higiene_bucal,vermelho,noite,dentro,Carime
20200925_195102.jpg,pasta,2,higiene_bucal,vermelho,noite,dentro,Carime
20200925_195106.jpg,pasta,3,higiene_bucal,vermelho,noite,dentro,Carime
20200925_195119.jpg,escova,1,higiene_bucal,vermelho,noite,dentro,Carime
20200925_195131.jpg,escova,2,higiene_bucal,vermelho,noite,dentro,Carime
20200925_195139.jpg,escova,3,higiene_bucal,vermelho,noite,dentro,Carime
20200925_195214.jpg,fio,1,higiene_bucal,vermelho,noite,dentro,Carime
20200925_195217.jpg,fio,2,higiene_bucal,vermelho,noite,dentro,Carime
20200925_195227.jpg,fio,3,higiene_bucal,vermelho,noite,dentro,Carime
20200925_195256.jpg,pequeno,1,estudos_livros,vermelho,noite,dentro,Carime
20200925_195309.jpg,pequeno,2,estudos_livros,vermelho,noite,dentro,Carime
20200925_195319.jpg,pequeno,3,estudos_livros,vermelho,noite,dentro,Carime
20200925_195348.jpg,grande,1,estudos_livros,vermelho,noite,dentro,Carime
20200925_195359.jpg,grande,2,estudos_livros,vermelho,noite,dentro,Carime
20200925_195412.jpg,grande,3,estudos_livros,vermelho,noite,dentro,Carime
20200925_195434.jpg,medio,1,estudos_livros,vermelho,noite,dentro,Carime
20200925_195445.jpg,medio,2,estudos_livros,vermelho,noite,dentro,Carime
20200925_195451.jpg,medio,3,estudos_livros,vermelho,noite,dentro,Carime
20200925_195549.jpg,garfo,1,cozinha_talheres,branco,noite,dentro,Carime
20200925_195555.jpg,garfo,2,cozinha_talheres,branco,noite,dentro,Carime
20200925_195601.jpg,garfo,3,cozinha_talheres,branco,noite,dentro,Carime
20200925_195612.jpg,faca,1,cozinha_talheres,branco,noite,dentro,Carime
20200925_195621.jpg,faca,2,cozinha_talheres,branco,noite,dentro,Carime
20200925_195636.jpg,faca,3,cozinha_talheres,branco,noite,dentro,Carime
20200925_195649.jpg,colher,1,cozinha_talheres,branco,noite,dentro,Carime
20200925_195653.jpg,colher,2,cozinha_talheres,branco,noite,dentro,Carime
20200925_195659.jpg,colher,3,cozinha_talheres,branco,noite,dentro,Carime
20200925_195711.jpg,lapis,1,estudos_escrita,branco,noite,dentro,Carime
20200925_195717.jpg,lapis,2,estudos_escrita,branco,noite,dentro,Carime
20200925_195728.jpg,lapis,3,estudos_escrita,branco,noite,dentro,Carime
20200925_195736.jpg,caneta,1,estudos_escrita,branco,noite,dentro,Carime
20200925_195743.jpg,caneta,2,estudos_escrita,branco,noite,dentro,Carime
20200925_195753.jpg,caneta,3,estudos_escrita,branco,noite,dentro,Carime
20200925_195807.jpg,marcaTexto,1,estudos_escrita,branco,noite,dentro,Carime
20200925_195814.jpg,marcaTexto,2,estudos_escrita,branco,noite,dentro,Carime
20200925_195818.jpg,marcaTexto,3,estudos_escrita,branco,noite,dentro,Carime
20200925_195830.jpg,pasta,1,higiene_bucal,branco,noite,dentro,Carime
20200925_195840.jpg,pasta,2,higiene_bucal,branco,noite,dentro,Carime
20200925_195847.jpg,pasta,3,higiene_bucal,branco,noite,dentro,Carime
20200925_195903.jpg,escova,1,higiene_bucal,branco,noite,dentro,Carime
20200925_195913.jpg,escova,2,higiene_bucal,branco,noite,dentro,Carime
20200925_195919.jpg,escova,3,higiene_bucal,branco,noite,dentro,Carime
20200925_195930.jpg,fio,1,higiene_bucal,branco,noite,dentro,Carime
20200925_195944.jpg,fio,2,higiene_bucal,branco,noite,dentro,Carime
20200925_195953.jpg,fio,3,higiene_bucal,branco,noite,dentro,Carime
20200925_200107.jpg,pequeno,1,estudos_livros,branco,noite,dentro,Carime
20200925_200121.jpg,pequeno,2,estudos_livros,branco,noite,dentro,Carime
20200925_200151.jpg,pequeno,3,estudos_livros,branco,noite,dentro,Carime
20200925_200241.jpg,grande,1,estudos_livros,branco,noite,dentro,Carime
20200925_200259.jpg,grande,2,estudos_livros,branco,noite,dentro,Carime
20200925_200344.jpg,grande,3,estudos_livros,branco,noite,dentro,Carime
20200925_200410.jpg,medio,1,estudos_livros,branco,noite,dentro,Carime
20200925_200416.jpg,medio,2,estudos_livros,branco,noite,dentro,Carime
20200925_200428.jpg,medio,3,estudos_livros,branco,noite,dentro,Carime
20200925_200558.jpg,garfo,1,cozinha_talheres,preto,noite,dentro,Carime
20200925_200602.jpg,garfo,2,cozinha_talheres,preto,noite,dentro,Carime
20200925_200611.jpg,garfo,3,cozinha_talheres,preto,noite,dentro,Carime
20200925_200642.jpg,faca,1,cozinha_talheres,preto,noite,dentro,Carime
20200925_200649.jpg,faca,2,cozinha_talheres,preto,noite,dentro,Carime
20200925_200655.jpg,faca,3,cozinha_talheres,preto,noite,dentro,Carime
20200925_200710.jpg,colher,1,cozinha_talheres,preto,noite,dentro,Carime
20200925_200715.jpg,colher,2,cozinha_talheres,preto,noite,dentro,Carime
20200925_200733.jpg,colher,3,cozinha_talheres,preto,noite,dentro,Carime
20200925_200807.jpg,lapis,1,estudos_escrita,preto,noite,dentro,Carime
20200925_200817.jpg,lapis,2,estudos_escrita,preto,noite,dentro,Carime
20200925_200826.jpg,lapis,3,estudos_escrita,preto,noite,dentro,Carime
20200925_200836.jpg,caneta,1,estudos_escrita,preto,noite,dentro,Carime
20200925_200842.jpg,caneta,2,estudos_escrita,preto,noite,dentro,Carime
20200925_200848.jpg,caneta,3,estudos_escrita,preto,noite,dentro,Carime
20200925_200915.jpg,marcaTexto,1,estudos_escrita,preto,noite,dentro,Carime
20200925_200926.jpg,marcaTexto,2,estudos_escrita,preto,noite,dentro,Carime
20200925_200943.jpg,marcaTexto,3,estudos_escrita,preto,noite,dentro,Carime
20200925_200957.jpg,pasta,1,higiene_bucal,preto,noite,dentro,Carime
20200925_201014.jpg,pasta,2,higiene_bucal,preto,noite,dentro,Carime
20200925_201021.jpg,pasta,3,higiene_bucal,preto,noite,dentro,Carime
20200925_201051.jpg,escova,1,higiene_bucal,preto,noite,dentro,Carime
20200925_201124.jpg,escova,2,higiene_bucal,preto,noite,dentro,Carime
20200925_201132.jpg,escova,3,higiene_bucal,preto,noite,dentro,Carime
20200925_201244.jpg,fio,1,higiene_bucal,preto,noite,dentro,Carime
20200925_201252.jpg,fio,2,higiene_bucal,preto,noite,dentro,Carime
20200925_201300.jpg,fio,3,higiene_bucal,preto,noite,dentro,Carime
20200925_201336.jpg,grande,1,estudos_livros,preto,noite,dentro,Carime
20200925_201350.jpg,grande,2,estudos_livros,preto,noite,dentro,Carime
20200925_201400.jpg,grande,3,estudos_livros,preto,noite,dentro,Carime
20200925_201444.jpg,medio,1,estudos_livros,preto,noite,dentro,Carime
20200925_201502.jpg,medio,2,estudos_livros,preto,noite,dentro,Carime
20200925_201513.jpg,medio,3,estudos_livros,preto,noite,dentro,Carime
20200925_201548.jpg,pequeno,1,estudos_livros,preto,noite,dentro,Carime
20200925_201552.jpg,pequeno,2,estudos_livros,preto,noite,dentro,Carime
20200925_201557.jpg,pequeno,3,estudos_livros,preto,noite,dentro,Carime
20200925_201926.jpg,colher,1,cozinha_talheres,vermelho,noite,fora,Carime
20200925_203342.jpg,colher,2,cozinha_talheres,vermelho,noite,fora,Carime
20200925_203350.jpg,colher,3,cozinha_talheres,vermelho,noite,fora,Carime
20200925_203402.jpg,garfo,1,cozinha_talheres,vermelho,noite,fora,Carime
20200925_203406.jpg,garfo,2,cozinha_talheres,vermelho,noite,fora,Carime
20200925_203412.jpg,garfo,3,cozinha_talheres,vermelho,noite,fora,Carime
20200925_203420.jpg,caneta,1,estudos_escrita,vermelho,noite,fora,Carime
20200925_203424.jpg,caneta,2,estudos_escrita,vermelho,noite,fora,Carime
20200925_203432.jpg,caneta,3,estudos_escrita,vermelho,noite,fora,Carime
20200925_203439.jpg,lapis,1,estudos_escrita,vermelho,noite,fora,Carime
20200925_203444.jpg,lapis,2,estudos_escrita,vermelho,noite,fora,Carime
20200925_203454.jpg,lapis,3,estudos_escrita,vermelho,noite,fora,Carime
20200925_203600.jpg,marcaTexto,1,estudos_escrita,vermelho,noite,fora,Carime
20200925_203611.jpg,marcaTexto,2,estudos_escrita,vermelho,noite,fora,Carime
20200925_203616.jpg,marcaTexto,3,estudos_escrita,vermelho,noite,fora,Carime
20200925_203625.jpg,faca,1,cozinha_talheres,vermelho,noite,fora,Carime
20200925_203632.jpg,faca,2,cozinha_talheres,vermelho,noite,fora,Carime
20200925_203642.jpg,faca,3,cozinha_talheres,vermelho,noite,fora,Carime
20200925_203651.jpg,fio,1,higiene_bucal,vermelho,noite,fora,Carime
20200925_203658.jpg,fio,2,higiene_bucal,vermelho,noite,fora,Carime
20200925_203703.jpg,fio,3,higiene_bucal,vermelho,noite,fora,Carime
20200925_203710.jpg,escova,1,higiene_bucal,vermelho,noite,fora,Carime
20200925_203714.jpg,escova,2,higiene_bucal,vermelho,noite,fora,Carime
20200925_203720.jpg,escova,3,higiene_bucal,vermelho,noite,fora,Carime
20200925_203727.jpg,pasta,1,higiene_bucal,vermelho,noite,fora,Carime
20200925_203731.jpg,pasta,2,higiene_bucal,vermelho,noite,fora,Carime
20200925_203747.jpg,pasta,3,higiene_bucal,vermelho,noite,fora,Carime
20200925_203753.jpg,pequeno,1,estudos_livros,vermelho,noite,fora,Carime
20200925_203758.jpg,pequeno,2,estudos_livros,vermelho,noite,fora,Carime
20200925_203804.jpg,pequeno,3,estudos_livros,vermelho,noite,fora,Carime
